fips,state,name,pop2017,age_under_5_2017,age_over_65_2017,median_age_2017,black_2017,native_2017,asian_2017,pac_isl_2017,other_single_race_2017,two_plus_races_2017,hispanic_2017,white_not_hispanic_2017,hs_grad_2017,bachelors_2017,median_household_income_2017,poverty_2017,poverty_age_under_5_2017,poverty_age_under_18_2017,uninsured_2017,unemployment_rate_2017
48415,Texas,Scurry County,17050,7.1,14.6,35.6,2.26,0.31,0.11,0,2.12,1.24,39.73,53.65,78,16.6,54565,12.8,21.3,17.2,15.6,4.37
48417,Texas,Shackelford County,3328,6.1,18.1,42,0.09,0.15,0.09,0,0.18,1.12,11.68,85.63,85.1,27.4,46685,17.7,33.7,20.7,15.3,2.99
48419,Texas,Shelby County,25513,7.1,16.5,37.4,9.54,0.31,0.27,0.04,0.26,0.22,17.83,62.13,75.5,15.3,38121,23.1,36.3,36.8,23.3,5.12
48421,Texas,Sherman County,3067,6,14,39.8,0.15,0.11,0,0,2.89,1.11,43.27,55.82,73.2,21.4,54961,14.8,22.9,24.6,23.3,3.1
48423,Texas,Smith County,227727,6.9,15.6,36.6,8.8,0.18,0.79,0.05,0.94,0.79,18.95,60.34,84.9,25.2,50742,16.3,32.1,22,17.6,4.06
48425,Texas,Somervell County,8845,5.2,18.2,40.6,0.29,0.45,0,0.28,1.91,0.68,19.05,78.66,85.1,20,52346,21.5,28.6,30.8,15.3,4.5
48427,Texas,Starr County,64454,10.2,11.1,28.8,0.03,0.03,0.05,0,2.12,0.21,99.18,0.64,48.8,9.7,27133,35,50.5,45.6,33.7,11.67
48429,Texas,Stephens County,9337,5.2,19,39.2,1.09,0.47,0.23,0,1.8,1.37,23.24,72.14,77.2,16.8,45862,21.3,49.7,32.7,22,4.69
48431,Texas,Sterling County,1295,9.9,16,42.4,0.13,0,0,0,3.34,0.75,40.83,57.42,85.9,21.4,50000,17,45.7,37.1,27,3.79
48433,Texas,Stonewall County,1388,4.7,26.1,51.9,1.75,0,0,0,0.51,0.6,22.69,72.6,83.9,12.5,46786,13.9,0,20.1,15.3,3.38
48435,Texas,Sutton County,3767,4.7,16.8,40.2,0.28,0.12,0,0.51,14.32,0.12,59.42,39.24,77,19.8,60996,6.5,4.9,5.5,17.4,5.09
48437,Texas,Swisher County,7515,6.9,17.6,35.6,2.92,1.8,0.09,0.03,1.16,2.59,43.14,47.53,77.1,13,37883,22.2,39.7,30.6,18.8,4.06
48439,Texas,Tarrant County,2054475,7.2,10.5,34.2,7.95,0.23,2.56,0.09,3.27,1.59,28.18,48.35,85.4,31.1,62532,13.5,21.6,19.2,17,3.68
48441,Texas,Taylor County,136290,7.4,13.9,32.2,3.84,0.43,0.98,0.03,4.43,1.38,23.8,64.54,87.3,24.1,49161,16.1,23.1,20.4,14.6,3.54
48443,Texas,Terrell County,810,0.8,31.2,47.3,1.6,0.35,0,0,12.83,3.33,56.31,33.15,80.9,17.3,26063,17.1,0,14,12.6,4.86
48445,Texas,Terry County,12715,8.1,14.9,34.6,2.58,0.16,0,0,1.57,0.96,53.77,40.79,69,12.8,42441,13.7,22.5,20.8,25,5
48447,Texas,Throckmorton County,1527,5.7,26.3,48.2,0.06,0,0.16,0,0,0.62,15.83,82.48,82,20,37279,17.1,26.8,19.6,18.3,4.34
48449,Texas,Titus County,32904,7.7,13.4,34,4.58,0.35,0.42,0.02,7.65,0.92,42.09,46.29,74,15.8,46980,19.3,33.5,29.1,20.8,5.34
48451,Texas,Tom Green County,118019,6.9,14.6,34,2.16,0.17,0.61,0.02,3.46,1.09,38.84,54.32,84.3,23.8,49662,12.9,15.9,17,16.3,3.68
48453,Texas,Travis County,1226698,6.7,8.9,33.6,4.13,0.23,3.2,0.03,3.32,1.62,33.86,49.32,88.8,47.5,68350,13.9,19.8,18.5,14.7,2.99
48455,Texas,Trinity County,14667,4.6,26.1,48.5,4.78,0.15,0.18,0,0.78,0.89,9.3,79.1,83.5,11.7,37398,18.4,27.3,29.9,19.8,5.52
48457,Texas,Tyler County,21539,5.1,21.1,43,5.49,0.05,0.17,0,1.37,0.84,7.29,79.61,84.6,12.1,44396,15.8,18.5,23.8,15.4,7.31
48459,Texas,Upshur County,41281,6.1,17.2,40.7,4.52,0.38,0.11,0,1.69,0.91,8.06,80.74,83.5,16.9,48796,13.8,21.2,20.2,15.9,5.25
48461,Texas,Upton County,3663,10.1,13.5,33.7,3.4,0.06,0.13,0,20.55,0.29,49.73,42.99,78.2,11.1,52750,18,27.6,23.8,16.6,3.82
48463,Texas,Uvalde County,27132,7.9,16.4,33.8,0.11,0.53,0.52,0.04,3.09,1.23,70.92,27.11,71.2,15.1,40781,17.9,29.9,27.6,19.6,4.66
48465,Texas,Val Verde County,49205,8.6,13.9,31.7,0.68,0.12,0.29,0.05,1.86,0.74,81.38,15.95,67.4,18.1,44609,20.9,30.6,27,22.5,5.08
48467,Texas,Van Zandt County,55182,5.5,19.9,43.3,1.34,0.32,0.23,0.05,0.35,0.95,10.28,84.33,83.8,16.6,50061,14.2,22.6,18.8,17.9,3.73
48469,Texas,Victoria County,92084,7.3,15,35.7,3.11,0.14,0.54,0.03,1.45,1,46.04,45.44,83,19.5,55740,14.8,23.8,20.8,17.2,4.82
48471,Texas,Walker County,72245,4.4,12,35.2,11.45,0.19,0.62,0.01,0.48,0.72,17.77,56.93,83.6,20.3,41456,24.3,26.8,24,13.5,4.61
48473,Texas,Waller County,51307,6.7,11.4,28.8,12.63,0.17,0.42,0.02,3.08,1.36,29.37,43.05,78.3,19.2,53506,18,32.3,24.6,20.5,4.87
48475,Texas,Ward County,11472,7.3,14,33.6,2.72,1.06,0.14,0,3.45,0.54,52.19,41.38,78.6,13.5,63333,11.6,18.1,12.6,19.4,4.06
48477,Texas,Washington County,35043,5.7,20.3,42,8.53,0.28,0.9,0.06,0.66,0.61,15.5,64.45,84.6,23.9,55793,13.2,15.7,20.7,14,4.22
48479,Texas,Webb County,274794,9.9,8.8,28.4,0.2,0.11,0.26,0,1.58,0.26,95.5,3.48,66.7,17.4,40442,31.5,46.4,41.8,29.3,4.16
48481,Texas,Wharton County,41968,6.8,15.9,37.3,7.14,0.03,0.05,0,1.65,0.44,40.27,45.27,78.9,15,50145,17.5,37.6,29,18.1,4.46
48483,Texas,Wheeler County,5358,7.2,18.2,39.4,1.45,0.09,0.06,0.12,2.81,1.54,26.52,68.32,79,14.6,50910,19.2,28.7,30.9,21.3,4.07
48485,Texas,Wichita County,132000,6.5,13.9,34.2,5.16,0.5,1.07,0.02,2.09,2.01,18.53,66.13,86.2,22.4,45776,18.9,33.8,26.3,15,3.69
48487,Texas,Wilbarger County,12764,5.8,16.6,37.2,4.21,0.87,0.46,0,2.52,1.34,28.6,59.42,79.2,15.2,43913,16.5,16,21.9,15.8,4.69
48489,Texas,Willacy County,21584,6.4,13.1,33.4,0.36,0.09,0.05,0.01,1.31,0.22,87.95,11.06,65.4,9,29104,35.6,43.4,49.3,29.8,11.01
48491,Texas,Williamson County,547545,6.8,11.2,35.8,3.09,0.14,3.03,0.03,1.42,1.9,24.08,60.92,93,40.2,79123,7,9.5,8,10,3.22
48493,Texas,Wilson County,49304,5.8,14.5,40.4,0.7,0.13,0.19,0.03,0.9,1.25,39.17,57.67,84.8,19.5,71942,10.2,13,12.6,14.2,3.46
48495,Texas,Winkler County,7574,8.4,11.2,32.6,1.88,0.54,0,0,2.3,0.84,59.39,36.9,69.6,10.7,55000,17.9,32.6,22.1,23.3,5.22
48497,Texas,Wise County,66181,6.7,14.6,38.5,0.6,0.2,0.25,0.1,0.82,1.15,18.75,77.49,85,17.2,59081,13,22.6,19.8,17.3,3.97
48499,Texas,Wood County,44314,4.8,26.9,48.1,2.81,0.36,0.04,0.04,1.24,0.66,9.62,83.18,85.5,16,48038,13.3,25.4,21.9,15.4,4.68
48501,Texas,Yoakum County,8568,9.2,11.1,31.7,0.34,0.08,0.02,0,0.51,1.1,65.04,33.17,70.2,15.1,62500,12.3,18.6,14.5,26.1,3.54
48503,Texas,Young County,17979,6.4,19.7,41.5,0.75,0.35,0.21,0,0.54,0.38,18.07,78.75,82.6,19.6,46351,16.5,25.6,24.8,20.3,3.79
48505,Texas,Zapata County,14322,10,12.7,29.4,0.42,0,0.35,0,1.77,0,94.07,5.22,55.4,11.4,34550,34.1,59.5,48,30.8,7.35
48507,Texas,Zavala County,11948,8.3,13.3,30.8,0.25,0.05,0.02,0,3.65,0.35,93.6,5.43,60.3,7.6,25988,36.2,57.9,56.3,20.4,11.11
49001,Utah,Beaver County,6386,8.8,13.8,33.3,0,0.05,0.12,0,1.31,0.12,10.91,88.67,90.8,18.5,47878,10.5,24.6,15.8,14.6,4.11
49003,Utah,Box Elder County,54079,8.7,12.2,32.3,0.27,0.6,0.4,0.05,1.21,0.87,9.12,87.28,93.5,22.7,58835,10.2,17.5,12.9,7.8,3.27
49005,Utah,Cache County,124438,9.1,8.7,25,0.4,0.24,1.06,0.18,1.98,1.12,10.52,83.8,93.3,36.9,53812,15.2,16.9,13.9,8.5,2.77
49007,Utah,Carbon County,20295,6.9,15.7,36.4,0.33,0.52,0.2,0.08,1.18,1.37,13.2,83.26,89.7,15.7,46994,16.2,29.6,18.7,11.7,5.09
49009,Utah,Daggett County,1029,5.8,17,47.3,0.07,0.43,0,0,0.43,0.85,3.28,94.87,95.1,9.3,85000,4,0,0,4,4.97
49011,Utah,Davis County,347637,9,9.4,30.6,0.65,0.21,0.92,0.31,1.38,1.67,9.23,84.47,95.6,36.2,75961,6.2,7.2,6.9,7.1,3.06
49013,Utah,Duchesne County,20026,10.3,10.7,30.3,0.1,2.15,0.24,0.2,1.48,0.95,8.11,85.35,87.4,14.5,63000,12.7,17.9,15.2,14.9,5.75
49015,Utah,Emery County,10077,7.3,15.2,35,0.06,0.37,0.3,0.01,0.03,0.5,6.22,91.38,93.3,15,51852,12.9,20.7,20.2,10,5.17
49017,Utah,Garfield County,5078,6,19.9,41.2,0.09,1.36,0.08,0.24,0.37,0.83,5.62,89.54,91.2,21.1,51700,13.1,16.7,17.9,18.6,7.5
49019,Utah,Grand County,9674,6.3,16.5,39.8,0.12,0.57,0.19,0,0.11,0.18,10.01,88.09,91.1,27.8,46658,12.7,33.6,18.1,20.5,5.33
49021,Utah,Iron County,51001,8.4,11.9,29.1,0.29,1.29,0.32,0.02,1.55,1.01,8.46,86.31,92.5,28.7,45422,20.9,22,22.9,14.5,4.16
49023,Utah,Juab County,11250,8.9,11.5,30.7,0.11,0.43,0.06,0.08,1.57,0.81,4.55,92.42,92.4,16.8,57590,12.8,21,17.5,12.8,3.37
49025,Utah,Kane County,7567,5.7,21.9,42.2,0.14,0.73,0.21,0.08,0.79,1.42,4.51,91.75,93.8,27,50266,11.1,10.8,9.8,15.9,3.42
49027,Utah,Millard County,12863,8,15.9,35.5,0.18,0.52,0.41,0.04,3.87,0.79,12.99,83.27,89.6,21.4,59312,11.6,24.8,18.9,13.7,3.29
49029,Utah,Morgan County,11873,9,11.1,32.4,0.18,0.06,0.3,0.04,0.13,0.5,2.63,95.32,97.2,40,86071,2.4,3,0.8,6.1,2.87
49031,Utah,Piute County,1420,4.9,25.6,40.6,0.08,0.05,0,0,0.08,0.16,3.6,95.75,84.1,22.7,41750,12.9,27.5,18.1,19.9,4.9
49033,Utah,Rich County,2391,7.8,16.9,34.3,0.04,0,0,0,1.34,0.11,8.93,88.86,98.1,22.8,52917,18,13.6,20.5,17.5,3.2
49035,Utah,Salt Lake County,1135649,7.9,10,32.4,0.86,0.38,1.95,0.77,4.45,1.53,17.91,72.06,90.2,33.6,67922,10.4,14,12.6,12.1,3.09
49037,Utah,San Juan County,15356,8,12.8,31.6,0.12,24.17,0.25,0.27,0.25,0.86,5.32,44.02,83.7,17.3,42581,28.4,42.8,33.7,22.4,7.23
49039,Utah,Sanpete County,30035,6.5,13,31.7,0.47,0.65,0.21,0.26,2.93,0.95,9.54,86.05,89.1,19.2,50928,16.9,18.3,16.6,13.1,3.93
49041,Utah,Sevier County,21316,7.2,15.6,34.9,0.22,0.76,0.11,0.09,0.87,0.51,4.96,92.07,90,16.8,50850,13.3,24.7,14.4,12.6,3.88
49043,Utah,Summit County,41106,5.9,10.6,38.8,0.33,0.13,0.82,0.02,0.48,0.73,11.38,84.82,93.7,53.5,94952,7.5,16,9,9.4,3.08
49045,Utah,Tooele County,67456,8.5,8.6,31.1,0.25,0.41,0.39,0.26,2.4,1.28,12.03,83.44,91.9,22.6,66542,6.9,9.1,7.4,7.7,3.63
49047,Utah,Uintah County,35150,9.6,9.3,30.1,0.26,3.77,0.25,0.06,0.47,1.02,8.25,81.91,85.9,14.3,67012,11.6,15.9,12.4,15.1,6.08
49049,Utah,Utah County,606425,10,7.2,24.5,0.3,0.25,0.75,0.39,0.94,1.37,11.37,83,94,39.4,67042,11.8,13.2,10.2,9.3,2.91
49051,Utah,Wasatch County,32106,7.9,9.8,33.3,0.04,0.06,0.65,0,0.48,0.96,13.51,83.59,93,38.7,74552,7.8,8.8,10.2,10.7,3.25
49053,Utah,Washington County,165662,7.3,19.9,35.9,0.34,0.69,0.35,0.41,1.79,1.12,10.06,84.9,92.4,28.1,55175,14.2,18.6,19.5,14.6,3.46
49055,Utah,Wayne County,2719,5.7,19,40.4,0.07,0.09,0.46,0.56,0.2,0.22,5.37,91.81,88.6,26,42444,9.2,1.9,8.7,20.8,7.4
49057,Utah,Weber County,251769,8,11.1,32.3,0.53,0.34,0.59,0.12,2.02,1.62,17.87,76.71,90.1,24,62036,12.1,16.5,15.1,10.6,3.66
50001,Vermont,Addison County,36776,4.3,17.7,43.4,0.54,0.14,0.97,0,0.21,0.89,2.16,92.99,92.8,36.7,61875,7.8,13.8,8.2,5.2,2.81
50003,Vermont,Bennington County,35594,4.7,21.4,46.6,0.49,0.04,0.19,0.02,0.11,1.07,1.75,94.75,91.1,34.3,52251,12.8,21.2,19.6,4.3,3.62
50005,Vermont,Caledonia County,30164,4.9,18.4,43.7,0.47,0.11,0.35,0,0.02,0.9,1.5,95.07,90.6,27.9,47371,12.3,27.5,15.2,5.5,3.7
50007,Vermont,Chittenden County,162372,4.8,13.6,36.6,1.31,0.14,1.91,0.01,0.25,0.96,2.2,89.24,93.9,49.6,66906,11.3,12.2,11.7,3.9,2.28
50009,Vermont,Essex County,6230,4.3,23.9,50,0.52,0.16,0.26,0,0.14,0.63,1.34,95.58,84.8,14.7,38767,15.5,23.9,19.2,6.9,4.66
50011,Vermont,Franklin County,49025,5.9,14.5,39.9,0.31,0.3,0.15,0.03,0.32,1.29,1.44,94.2,90.7,24.7,62214,8,14,9,3.9,3.06
50013,Vermont,Grand Isle County,6998,4.3,18.3,48.1,0.09,0.4,0.24,0,0.09,1.83,1.78,93.22,93.8,38.3,66111,7.5,6.7,9.3,4.1,3.51
50015,Vermont,Lamoille County,25337,5.3,15.6,40.5,0.45,0.41,0.32,0,0.07,0.84,1.62,94.86,92.4,37.6,54899,14,23.3,19.1,6.9,3.96
50017,Vermont,Orange County,28974,4.7,18.8,45.7,0.33,0.2,0.16,0.03,0.12,0.79,1.34,95.67,92.1,30,56584,11.5,18.2,15.3,5.5,3.07
50019,Vermont,Orleans County,26841,5,20.9,45.4,0.22,0.27,0.17,0,0.14,1.06,1.36,95.48,87.6,22,45664,14.2,18.8,15.4,5.2,5.07
50021,Vermont,Rutland County,59087,4.4,20.1,46.4,0.4,0.21,0.53,0,0.08,0.46,1.37,95.55,91.8,30,52635,11.4,16,14,5.4,3.53
50023,Vermont,Washington County,58290,4.8,17.8,43.5,0.43,0.16,0.33,0.01,0.07,1.02,1.85,94.37,93.7,40.5,60602,11.8,20,17.6,3.9,2.96
50025,Vermont,Windham County,42869,4.5,20.2,46.8,0.46,0.05,0.51,0.03,0.14,1.41,2.19,93.46,92.4,37,50831,14.1,13.1,17,5.5,3.08
50027,Vermont,Windsor County,55100,4.4,21.2,47.4,0.36,0.08,0.4,0.05,0.3,0.89,1.5,94.97,92.5,36,56828,10.2,18.6,13.8,5.7,2.56
51001,Virginia,Accomack County,32545,5.8,21.4,46,14.2,0.17,0.35,0,0.33,0.74,8.83,60.34,82.2,19.6,42260,19.8,30.4,31.2,16.7,4.82
51003,Virginia,Albemarle County,107702,5.4,16.7,38.6,4.78,0.1,2.48,0.02,0.65,1.22,5.7,77.22,91.4,52.3,72265,9.8,14,10.6,7.6,3.31
51005,Virginia,Alleghany County,15122,4.6,23.1,46.9,2.73,0,0.03,0.03,0.2,0.76,1.43,91.87,86.5,15.8,46020,19.3,28.5,25.5,7.4,4.87
51007,Virginia,Amelia County,13020,5.5,18.5,46.5,11.86,0.17,0.06,0,0.16,1,1.11,72.37,80.8,14.5,58535,13,13.4,18.1,12.8,4
51009,Virginia,Amherst County,31594,5.4,19.5,43.9,8.78,0.12,0.28,0.02,0.38,1.91,2.26,75.51,84.1,19.9,49677,13.4,23.9,20,10.1,4.18
51011,Virginia,Appomattox County,15681,5.6,19.5,43.5,10.03,0.05,0.09,0,0.15,0.91,1.27,76.72,84.9,20.6,54875,14.4,24.7,21.8,8.5,4.46
51013,Virginia,Arlington County,234965,6,9.8,34.4,4.42,0.22,5.14,0.04,2.84,1.6,15.55,62.28,93.9,74.1,112138,8.2,11.3,9.7,7.8,2.49
51015,Virginia,Augusta County,75144,4.8,19.2,44.6,2.02,0.12,0.29,0.04,0.19,0.8,2.54,91.41,86.9,23.4,59544,8.8,11.1,11.4,9.6,3.44
51017,Virginia,Bath County,4297,2.8,17.8,47.3,1.33,0,0.13,0,0.24,3.4,5.65,85.28,87.5,15.9,44483,9.3,31.7,5.8,13.6,3.3
51019,Virginia,Bedford County,77974,4.8,19.8,45.9,3.5,0.09,0.66,0.01,0.2,0.73,2.05,88.16,89.6,28.3,59405,8.9,12.1,10.1,7.8,3.92
51021,Virginia,Bland County,6350,3.7,20.5,45.3,2.39,0,0.02,0.02,0,0.24,0.51,94.28,88.2,14.2,46927,8.3,25.2,11.8,8.6,4.43
51023,Virginia,Botetourt County,33192,4.3,20.6,47.2,1.55,0.18,0.43,0,0.3,0.59,1.57,93.03,92.5,28.3,64733,7.7,16.7,9.6,4.8,3.58
51025,Virginia,Brunswick County,16244,4.7,19.7,43.4,27.08,0.12,0.27,0,0.5,0.94,2.1,41.08,78.7,13.1,40871,20.9,40.7,39.5,8.7,5.49
51027,Virginia,Buchanan County,21514,4.3,20,46.3,1.41,0.27,0.24,0,0.06,0.29,0.27,95.37,71.6,10.8,30828,26.5,46.5,42.1,13.6,7.61
51029,Virginia,Buckingham County,17065,4.9,17.6,42.7,17.27,0.23,0.16,0.04,0.88,0.8,2.35,61.12,76.9,11.4,46610,16.6,25.7,21.5,13.2,5.4
51031,Virginia,Campbell County,55010,5.1,18.7,42.8,7,0.09,0.45,0.02,0.37,1.28,2.14,80.29,85.5,21.5,48823,11.7,13.4,12.8,9.4,4.2
51033,Virginia,Caroline County,30461,6.9,15.4,40.2,14.38,0.18,0.48,0,0.66,1.22,4.31,63.57,83.5,19.2,60925,11.9,12.7,19.2,8.6,4.31
51035,Virginia,Carroll County,29708,5.2,22.3,47,0.16,0.1,0.04,0,0.11,0.85,3.06,95.03,80.9,14.5,41145,14.6,26.2,16.3,12.9,4.65
51036,Virginia,Charles City County,7004,4.1,22,49.8,23.11,3.28,0.48,0,0.1,1.61,1.79,41.51,78.1,12.8,55069,13.2,23.4,22,10,4.8
51037,Virginia,Charlotte County,12119,6,21.1,45.2,14.83,0.06,0.05,0,0.46,0.31,2.05,67.45,81.4,11.9,38350,22.7,27.2,30.5,13.5,4.74
51041,Virginia,Chesterfield County,343599,6,13.4,38.8,11.36,0.13,1.73,0.03,1.07,1.54,8.25,62.81,91.9,38.4,76969,7.2,9.6,8.7,7.8,3.63
51043,Virginia,Clarke County,14508,5,19.7,46,2.45,0.18,0.52,0,0.73,1.47,4.78,86.9,86.9,31.5,72129,10.4,22.9,15.6,14.3,3.43
51045,Virginia,Craig County,5062,5.2,21.3,47.5,0.07,0,0,0,0.01,0.2,0.02,99.43,90.6,19.2,53526,9.3,13.6,6.1,8.1,4.37
51047,Virginia,Culpeper County,51282,6.5,14.6,38.8,7.18,0.23,0.7,0.01,1.38,2.01,9.69,71.14,84.9,23.4,69693,8.9,11.1,10,10.8,3.62
51049,Virginia,Cumberland County,9811,5.2,20.4,44.5,16.23,0.45,0,0,0,1.68,0.14,63.13,81.5,16.7,43020,21.8,60.4,41.3,13.5,4.23
51051,Virginia,Dickenson County,14782,5.3,20.1,43.9,0.41,0,0,0,0.07,0.4,0.82,97.83,74.5,9.3,29916,23,44.8,33.1,10.7,7.33
51053,Virginia,Dinwiddie County,28208,5.6,16.2,42.9,15.9,0.01,0.21,0.02,0.43,1.06,3.19,62.15,82.6,16.6,54640,14.8,18.5,21.4,10.7,4.5
51057,Virginia,Essex County,11028,6.4,20.6,44.8,18.91,0.49,0.09,0,1.37,1.31,3.41,54.89,82.6,18.9,50629,12.3,13.6,14.7,10.1,5.01
51059,Virginia,Fairfax County,1148433,6.5,12.2,37.9,4.83,0.11,9.43,0.03,2.15,2.19,16.16,51.71,92,60.7,117515,6.1,8.7,7.6,9.4,3.04
51061,Virginia,Fauquier County,69465,5.8,15.3,41.6,3.76,0.14,0.69,0.01,0.44,1.51,7.52,80.87,91.4,35.3,94775,6.2,11.7,7.9,8.3,3.28
51063,Virginia,Floyd County,15755,4.8,20.9,46,1.29,0.08,0.01,0,0.19,0.51,2.82,93.67,84.3,19.4,48396,12,15.4,9.4,7.3,3.69
51065,Virginia,Fluvanna County,26452,4.6,18,42.6,6.78,0.04,0.34,0,0.39,1.85,3.27,78.66,91.7,32.3,67964,6.1,5.3,4.4,8,3.05
51067,Virginia,Franklin County,56445,4.7,21.4,46,3.99,0.11,0.2,0,0.55,0.63,2.69,87.1,86.2,20.7,51208,14.8,26.5,22.4,11.2,3.97
51069,Virginia,Frederick County,86484,6,15.7,40.5,2,0.14,0.71,0.04,0.41,1.06,7.78,84.51,88.2,27.7,71037,5.6,6.9,5.1,10.2,3.19
51071,Virginia,Giles County,16837,5.1,20.6,44.4,1.19,0.09,0.1,0.03,0.01,0.25,1.61,95.09,87,17,49734,11.3,9.5,11,10.6,4.72
51073,Virginia,Gloucester County,37292,5.3,17.7,44.6,4.18,0.12,0.31,0,0.09,1.45,3.28,85.08,89.8,22.8,63881,8.7,14.6,12,9.5,3.36
51075,Virginia,Goochland County,22685,3.9,20,48.4,8.26,0.09,0.59,0,0.28,0.92,2.56,77.6,91.3,38.9,86652,5.3,2.5,5.3,4.8,3.49
51077,Virginia,Grayson County,15665,4.3,22.8,47.4,1.89,0.13,0.12,0,0.26,0.94,3.06,90.83,81.1,12.8,32048,20.2,46.2,35.6,12.2,4.31
51079,Virginia,Greene County,19612,6.1,15.6,39.6,3.06,0.09,0.63,0,1.11,1.63,5.68,83.25,84.6,26.7,62952,9.4,21.2,11.5,14.9,3.05
51081,Virginia,Greensville County,11679,4.5,14.8,41.1,28.95,0.14,0.03,0,0.29,0.79,3.93,37.09,75.3,7.5,42121,17,17.6,24.9,13,4.58
51083,Virginia,Halifax County,34563,5.2,22.3,45.9,17.99,0.16,0.35,0.01,0.31,0.81,1.99,59.83,79.7,15.9,39233,18.7,28.9,25.5,12.8,5.24
51085,Virginia,Hanover County,105923,5,16,42.6,4.59,0.08,0.76,0.04,0.15,1.01,2.8,84.41,92.9,37.9,84955,5.8,8.1,7.6,5.6,3.34
51087,Virginia,Henrico County,327898,6.3,14.2,38.3,14.76,0.09,3.99,0.02,0.9,1.48,5.42,54.2,91.2,42.1,66447,10.4,19.4,15.9,8.7,3.66
51089,Virginia,Henry County,51227,4.8,22.5,46.8,11.07,0.07,0.33,0,1.54,1.02,5.21,70.26,79.8,12.8,36779,19.2,29.8,32.2,11.6,4.97
51091,Virginia,Highland County,2212,3.7,38.8,60.5,0,0.14,0,0,0,0.16,0,99.41,84.5,25,45094,10.6,30.9,10.3,9.4,3.46
51093,Virginia,Isle of Wight County,36552,5,17.4,44.4,11.14,0.15,0.42,0.03,0.32,1.68,2.81,70.8,87.6,26.9,67767,10.3,15.3,16.4,6.9,3.9
51095,Virginia,James City County,75524,4.8,23.6,45.9,6.55,0.1,1.25,0.01,0.33,1.6,5.44,75.94,94.3,47.9,80772,7.5,16.2,9.7,7.6,3.6
51097,Virginia,King and Queen County,7003,5.2,21.8,45.1,13.05,0.3,0,0,0.07,2.47,3.19,66.05,85.5,18.9,51495,15.6,29.2,35.3,11.7,3.61
51099,Virginia,King George County,26337,6.3,12.1,37.1,8.21,0.12,0.53,0.03,0.32,2.08,4.65,73.79,93.8,34.2,84770,5.7,11,8,7.5,3.96
51101,Virginia,King William County,16708,6.1,14.8,41.3,9.21,0.4,0.55,0,0.17,1.39,0.79,76.17,89.6,19,67423,10.9,16.2,24.1,6.8,3.48
51103,Virginia,Lancaster County,10788,4,34.6,56.3,14.01,0,0.41,0,0,0.6,1.73,68.22,90.1,31.9,51495,11,25.5,13.5,11.4,5.49
51105,Virginia,Lee County,23758,4.7,19,43.8,2.24,0.26,0.08,0,0.45,0.31,2.01,92.85,74.6,11.1,32590,26.2,42.1,35.8,13.5,5.54
51107,Virginia,Loudoun County,398080,7.5,8.3,35.8,3.78,0.13,8.6,0.04,1.5,2.44,13.46,57.68,93.5,59.8,129588,3.7,3.5,3.3,6.8,3.04
51109,Virginia,Louisa County,35860,5.4,18.2,44.5,7.61,0.18,0.29,0,1,1.65,2.65,77.4,84.6,23.2,56946,11.8,18,14.9,12.4,3.49
51111,Virginia,Lunenburg County,12235,4.9,20.4,45.4,15.49,0.07,1.62,0,0.7,0.98,4.28,59.95,76.3,10.6,39537,18.6,27.7,27.7,14.3,4.37
51113,Virginia,Madison County,13277,4.1,20.2,45.2,3.36,0,0.61,0,1.02,2.48,2.4,85.04,87,26.9,52287,9.8,13,6.7,14.6,2.95
51115,Virginia,Mathews County,8779,2.9,29.6,52.6,5.25,0.16,0.15,0.02,0,1.48,0.68,85.76,91.4,26.9,63622,10.6,33.2,22.8,8.6,3.79
51117,Virginia,Mecklenburg County,30686,4.6,24.2,47.9,17.85,0.13,0.03,0.02,0.41,0.71,2.68,60.15,81.6,18.2,41126,16.9,19.2,22.5,12,5.25
51119,Virginia,Middlesex County,10679,3.2,29.9,53.5,9.23,0.19,0,0.07,0.23,1.31,0.51,77.67,88.1,22.1,50483,10.2,29.9,12.9,10.2,3.41
51121,Virginia,Montgomery County,98559,4.5,11.5,28.2,2.27,0.15,3.23,0.02,0.4,0.86,3.05,83.91,92,46.3,53424,23.8,16.2,15.1,6.6,3.83
51125,Virginia,Nelson County,14943,4.2,24.4,49.7,6.38,0.11,0.21,0,0.49,0.6,3.91,81.63,85.7,30.8,53834,14.9,14,18.7,11.6,3.49
51127,Virginia,New Kent County,21682,5.3,15.9,44,5.7,0.45,0.49,0,0.28,2.23,2.91,79.55,92.6,26.9,78429,5.1,14.8,7.1,5.5,3.22
51131,Virginia,Northampton County,11846,6.1,25.2,48.4,17.5,0.08,0.43,0.04,0.2,0.79,8.4,54.05,81.1,23.2,41468,20.3,42.8,36.5,14,5.85
51133,Virginia,Northumberland County,12275,2.7,35.2,56.5,14.33,0.13,0.04,0,0,0.39,0.48,69.92,90.7,26.4,56677,13.5,8.2,27.1,10.8,5.44
51135,Virginia,Nottoway County,15434,5.4,18.3,41.3,20.13,0.04,0.14,0.15,0.52,0.56,4.07,54.61,76.6,13.7,38410,21.5,23.7,20.9,10.3,3.97
51137,Virginia,Orange County,36073,5.7,19.7,41.9,6.16,0.12,0.46,0,0.53,1.56,4.55,78.88,88.6,25.6,67196,8.9,17.6,14.2,12,3.85
