Vaccine,Geography Type,Geography,FIPS,Survey Year,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
Tdap,Counties,Chatham,13051,2019,≥18 Years,Overall,44.8,42.7 to 46.8,
Tdap,Counties,Chatham,37037,2019,≥18 Years,Overall,49.7,47.0 to 52.4,
Tdap,Counties,Chattahoochee,13053,2019,≥18 Years,Overall,45.9,42.2 to 49.6,
Tdap,Counties,Chattooga,13055,2019,≥18 Years,Overall,36.5,34.3 to 39.0,
Tdap,Counties,Chautauqua,20019,2019,≥18 Years,Overall,43.6,41.1 to 46.4,
Tdap,Counties,Chautauqua,36013,2019,≥18 Years,Overall,38.3,35.9 to 41.0,
Tdap,Counties,Chaves,35005,2019,≥18 Years,Overall,39.3,36.8 to 42.0,
Tdap,Counties,Cheatham,47021,2019,≥18 Years,Overall,41.4,38.4 to 44.5,
Tdap,Counties,Cheboygan,26031,2019,≥18 Years,Overall,39.5,36.6 to 42.2,
Tdap,Counties,Chelan,53007,2019,≥18 Years,Overall,51.9,49.6 to 54.3,
Tdap,Counties,Chemung,36015,2019,≥18 Years,Overall,34.6,31.9 to 37.2,
Tdap,Counties,Chenango,36017,2019,≥18 Years,Overall,40.0,37.2 to 42.8,
Tdap,Counties,Cherokee,01019,2019,≥18 Years,Overall,33.4,30.7 to 36.2,
Tdap,Counties,Cherokee,13057,2019,≥18 Years,Overall,51.6,48.9 to 54.2,
Tdap,Counties,Cherokee,19035,2019,≥18 Years,Overall,50.3,47.5 to 53.2,
Tdap,Counties,Cherokee,20021,2019,≥18 Years,Overall,44.3,41.6 to 46.9,
Tdap,Counties,Cherokee,37039,2019,≥18 Years,Overall,43.2,40.5 to 46.3,
Tdap,Counties,Cherokee,40021,2019,≥18 Years,Overall,46.3,44.2 to 48.3,
Tdap,Counties,Cherokee,45021,2019,≥18 Years,Overall,41.5,39.3 to 44.0,
Tdap,Counties,Cherokee,48073,2019,≥18 Years,Overall,34.3,32.1 to 36.4,
Tdap,Counties,Cherry,31031,2019,≥18 Years,Overall,40.3,37.8 to 43.0,
Tdap,Counties,Chesapeake city,51550,2019,≥18 Years,Overall,47.7,45.8 to 49.8,
Tdap,Counties,Cheshire,33005,2019,≥18 Years,Overall,50.6,47.7 to 53.7,
Tdap,Counties,Chester,42029,2019,≥18 Years,Overall,47.6,45.0 to 50.2,
Tdap,Counties,Chester,45023,2019,≥18 Years,Overall,36.8,34.7 to 38.9,
Tdap,Counties,Chester,47023,2019,≥18 Years,Overall,37.4,35.0 to 40.2,
Tdap,Counties,Chesterfield,45025,2019,≥18 Years,Overall,37.4,35.5 to 39.4,
Tdap,Counties,Chesterfield,51041,2019,≥18 Years,Overall,48.0,45.9 to 50.1,
Tdap,Counties,Cheyenne,08017,2019,≥18 Years,Overall,46.8,44.3 to 49.4,
Tdap,Counties,Cheyenne,20023,2019,≥18 Years,Overall,45.2,42.3 to 48.2,
Tdap,Counties,Cheyenne,31033,2019,≥18 Years,Overall,39.3,36.6 to 41.9,
Tdap,Counties,Chickasaw,19037,2019,≥18 Years,Overall,47.9,44.9 to 51.0,
Tdap,Counties,Chickasaw,28017,2019,≥18 Years,Overall,21.4,19.8 to 22.9,
Tdap,Counties,Chicot,05017,2019,≥18 Years,Overall,27.1,25.3 to 28.8,
Tdap,Counties,Childress,48075,2019,≥18 Years,Overall,37.4,34.7 to 40.4,
Tdap,Counties,Chilton,01021,2019,≥18 Years,Overall,38.0,35.8 to 40.4,
Tdap,Counties,Chippewa,26033,2019,≥18 Years,Overall,40.8,38.6 to 43.1,
Tdap,Counties,Chippewa,27023,2019,≥18 Years,Overall,52.6,50.1 to 55.4,
Tdap,Counties,Chippewa,55017,2019,≥18 Years,Overall,50.3,47.1 to 53.2,
Tdap,Counties,Chisago,27025,2019,≥18 Years,Overall,55.1,52.3 to 57.8,
Tdap,Counties,Chittenden,50007,2019,≥18 Years,Overall,61.4,58.4 to 63.9,
Tdap,Counties,Choctaw,01023,2019,≥18 Years,Overall,31.2,29.3 to 33.1,
Tdap,Counties,Choctaw,28019,2019,≥18 Years,Overall,25.2,23.3 to 27.4,
Tdap,Counties,Choctaw,40023,2019,≥18 Years,Overall,39.0,37.1 to 41.0,
Tdap,Counties,Chouteau,30015,2019,≥18 Years,Overall,47.2,44.7 to 49.9,
Tdap,Counties,Chowan,37041,2019,≥18 Years,Overall,42.4,40.1 to 44.8,
Tdap,Counties,Christian,17021,2019,≥18 Years,Overall,42.2,39.2 to 45.2,
Tdap,Counties,Christian,21047,2019,≥18 Years,Overall,41.7,39.5 to 44.1,
Tdap,Counties,Christian,29043,2019,≥18 Years,Overall,48.5,45.7 to 51.5,
Tdap,Counties,Churchill,32001,2019,≥18 Years,Overall,43.1,41.0 to 45.4,
Tdap,Counties,Cibola,35006,2019,≥18 Years,Overall,45.1,43.2 to 47.1,
Tdap,Counties,Cimarron,40025,2019,≥18 Years,Overall,41.6,39.0 to 44.3,
Tdap,Counties,Citrus,12017,2019,≥18 Years,Overall,32.1,29.9 to 34.5,
Tdap,Counties,Clackamas,41005,2019,≥18 Years,Overall,59.3,56.8 to 61.8,
Tdap,Counties,Claiborne,28021,2019,≥18 Years,Overall,20.7,18.0 to 23.9,
Tdap,Counties,Claiborne,47025,2019,≥18 Years,Overall,37.2,34.0 to 40.1,
Tdap,Counties,Claiborne Parish,22027,2019,≥18 Years,Overall,28.2,26.3 to 30.4,
Tdap,Counties,Clallam,53009,2019,≥18 Years,Overall,55.1,52.5 to 57.5,
Tdap,Counties,Clare,26035,2019,≥18 Years,Overall,37.0,34.4 to 39.9,
Tdap,Counties,Clarendon,45027,2019,≥18 Years,Overall,34.4,32.5 to 36.3,
Tdap,Counties,Clarion,42031,2019,≥18 Years,Overall,40.2,36.9 to 43.6,
Tdap,Counties,Clark,05019,2019,≥18 Years,Overall,39.7,36.9 to 42.5,
Tdap,Counties,Clark,16033,2019,≥18 Years,Overall,41.3,38.7 to 44.1,
Tdap,Counties,Clark,17023,2019,≥18 Years,Overall,42.0,39.1 to 45.2,
Tdap,Counties,Clark,18019,2019,≥18 Years,Overall,39.5,37.1 to 42.2,
Tdap,Counties,Clark,20025,2019,≥18 Years,Overall,47.4,44.9 to 50.1,
Tdap,Counties,Clark,21049,2019,≥18 Years,Overall,42.1,39.1 to 45.2,
Tdap,Counties,Clark,29045,2019,≥18 Years,Overall,40.5,37.6 to 43.5,
Tdap,Counties,Clark,32003,2019,≥18 Years,Overall,33.9,32.1 to 35.9,
Tdap,Counties,Clark,39023,2019,≥18 Years,Overall,43.4,40.9 to 46.2,
Tdap,Counties,Clark,46025,2019,≥18 Years,Overall,49.2,46.2 to 52.2,
Tdap,Counties,Clark,53011,2019,≥18 Years,Overall,57.7,55.4 to 59.9,
Tdap,Counties,Clark,55019,2019,≥18 Years,Overall,48.6,45.7 to 51.6,
Tdap,Counties,Clarke,01025,2019,≥18 Years,Overall,31.6,29.9 to 33.5,
Tdap,Counties,Clarke,13059,2019,≥18 Years,Overall,47.8,44.8 to 50.6,
Tdap,Counties,Clarke,19039,2019,≥18 Years,Overall,45.9,43.5 to 48.6,
Tdap,Counties,Clarke,28023,2019,≥18 Years,Overall,24.7,23.0 to 26.6,
Tdap,Counties,Clarke,51043,2019,≥18 Years,Overall,47.7,44.8 to 50.7,
Tdap,Counties,Clatsop,41007,2019,≥18 Years,Overall,55.1,52.4 to 57.8,
Tdap,Counties,Clay,01027,2019,≥18 Years,Overall,31.2,29.2 to 33.4,
Tdap,Counties,Clay,05021,2019,≥18 Years,Overall,34.4,31.9 to 37.0,
Tdap,Counties,Clay,12019,2019,≥18 Years,Overall,34.3,32.2 to 36.4,
Tdap,Counties,Clay,13061,2019,≥18 Years,Overall,29.1,27.2 to 31.1,
Tdap,Counties,Clay,17025,2019,≥18 Years,Overall,41.7,38.8 to 44.5,
Tdap,Counties,Clay,18021,2019,≥18 Years,Overall,36.7,34.0 to 39.9,
Tdap,Counties,Clay,19041,2019,≥18 Years,Overall,46.6,43.9 to 49.7,
Tdap,Counties,Clay,20027,2019,≥18 Years,Overall,50.5,47.5 to 53.4,
Tdap,Counties,Clay,21051,2019,≥18 Years,Overall,34.2,31.4 to 37.0,
Tdap,Counties,Clay,27027,2019,≥18 Years,Overall,60.8,58.2 to 63.3,
Tdap,Counties,Clay,28025,2019,≥18 Years,Overall,22.8,21.1 to 24.5,
Tdap,Counties,Clay,29047,2019,≥18 Years,Overall,51.0,48.5 to 53.4,
Tdap,Counties,Clay,31035,2019,≥18 Years,Overall,45.2,42.5 to 47.9,
Tdap,Counties,Clay,37043,2019,≥18 Years,Overall,44.1,41.1 to 47.2,
Tdap,Counties,Clay,46027,2019,≥18 Years,Overall,57.9,54.0 to 61.6,
Tdap,Counties,Clay,47027,2019,≥18 Years,Overall,32.0,29.4 to 35.0,
Tdap,Counties,Clay,48077,2019,≥18 Years,Overall,39.9,37.3 to 42.9,
Tdap,Counties,Clay,54015,2019,≥18 Years,Overall,35.6,32.8 to 38.5,
Tdap,Counties,Clayton,13063,2019,≥18 Years,Overall,35.1,33.0 to 37.2,
Tdap,Counties,Clayton,19043,2019,≥18 Years,Overall,46.3,43.4 to 49.3,
Tdap,Counties,Clear Creek,08019,2019,≥18 Years,Overall,51.5,48.3 to 54.5,
Tdap,Counties,Clearfield,42033,2019,≥18 Years,Overall,34.9,32.4 to 37.6,
Tdap,Counties,Clearwater,16035,2019,≥18 Years,Overall,40.1,37.5 to 42.8,
Tdap,Counties,Clearwater,27029,2019,≥18 Years,Overall,48.6,45.9 to 51.4,
Tdap,Counties,Cleburne,01029,2019,≥18 Years,Overall,34.8,32.0 to 37.7,
Tdap,Counties,Cleburne,05023,2019,≥18 Years,Overall,36.2,33.5 to 38.9,
Tdap,Counties,Clermont,39025,2019,≥18 Years,Overall,44.3,41.3 to 47.5,
Tdap,Counties,Cleveland,05025,2019,≥18 Years,Overall,33.1,30.7 to 35.8,
Tdap,Counties,Cleveland,37045,2019,≥18 Years,Overall,46.4,43.8 to 49.0,
Tdap,Counties,Cleveland,40027,2019,≥18 Years,Overall,52.7,50.4 to 54.9,
Tdap,Counties,Clinch,13065,2019,≥18 Years,Overall,34.2,32.1 to 36.3,
Tdap,Counties,Clinton,17027,2019,≥18 Years,Overall,46.6,43.6 to 49.8,
Tdap,Counties,Clinton,18023,2019,≥18 Years,Overall,35.3,32.9 to 37.8,
Tdap,Counties,Clinton,19045,2019,≥18 Years,Overall,40.2,37.4 to 43.0,
Tdap,Counties,Clinton,21053,2019,≥18 Years,Overall,36.4,33.8 to 39.3,
Tdap,Counties,Clinton,26037,2019,≥18 Years,Overall,46.9,44.2 to 49.7,
Tdap,Counties,Clinton,29049,2019,≥18 Years,Overall,47.0,44.2 to 50.0,
Tdap,Counties,Clinton,36019,2019,≥18 Years,Overall,38.1,35.4 to 41.0,
Tdap,Counties,Clinton,39027,2019,≥18 Years,Overall,39.1,36.2 to 42.1,
Tdap,Counties,Clinton,42035,2019,≥18 Years,Overall,40.7,37.7 to 43.9,
Tdap,Counties,Cloud,20029,2019,≥18 Years,Overall,48.2,45.2 to 51.0,
Tdap,Counties,Coahoma,28027,2019,≥18 Years,Overall,22.1,20.1 to 24.1,
Tdap,Counties,Coal,40029,2019,≥18 Years,Overall,42.5,40.3 to 45.0,
Tdap,Counties,Cobb,13067,2019,≥18 Years,Overall,47.5,45.5 to 49.4,
Tdap,Counties,Cochise,04003,2019,≥18 Years,Overall,36.6,34.6 to 38.6,
Tdap,Counties,Cochran,48079,2019,≥18 Years,Overall,31.2,29.2 to 33.6,
Tdap,Counties,Cocke,47029,2019,≥18 Years,Overall,35.0,32.3 to 37.7,
Tdap,Counties,Coconino,04005,2019,≥18 Years,Overall,46.0,43.7 to 48.2,
Tdap,Counties,Codington,46029,2019,≥18 Years,Overall,56.4,53.9 to 59.3,
Tdap,Counties,Coffee,01031,2019,≥18 Years,Overall,38.4,36.3 to 40.7,
Tdap,Counties,Coffee,13069,2019,≥18 Years,Overall,39.5,37.4 to 41.5,
Tdap,Counties,Coffee,47031,2019,≥18 Years,Overall,39.1,36.4 to 42.0,
Tdap,Counties,Coffey,20031,2019,≥18 Years,Overall,49.9,46.9 to 52.8,
Tdap,Counties,Coke,48081,2019,≥18 Years,Overall,36.5,34.1 to 38.8,
Tdap,Counties,Colbert,01033,2019,≥18 Years,Overall,35.1,32.8 to 37.5,
Tdap,Counties,Cole,29051,2019,≥18 Years,Overall,48.7,45.9 to 51.6,
Tdap,Counties,Coleman,48083,2019,≥18 Years,Overall,34.8,32.6 to 36.9,
Tdap,Counties,Coles,17029,2019,≥18 Years,Overall,45.9,42.8 to 49.0,
Tdap,Counties,Colfax,31037,2019,≥18 Years,Overall,45.0,42.5 to 47.4,
Tdap,Counties,Colfax,35007,2019,≥18 Years,Overall,39.7,37.4 to 42.0,
Tdap,Counties,Colleton,45029,2019,≥18 Years,Overall,36.5,34.6 to 38.6,
Tdap,Counties,Collier,12021,2019,≥18 Years,Overall,33.6,31.6 to 35.9,
Tdap,Counties,Collin,48085,2019,≥18 Years,Overall,39.9,37.9 to 41.9,
Tdap,Counties,Collingsworth,48087,2019,≥18 Years,Overall,37.1,34.9 to 39.2,
Tdap,Counties,Colonial Heights city,51570,2019,≥18 Years,Overall,42.6,40.2 to 45.0,
Tdap,States/Local Areas,Colorado,08,2019,≥18 Years,Overall,53.6,51.9 to 55.4,4731
Tdap,Counties,Colorado,48089,2019,≥18 Years,Overall,37.4,35.3 to 39.5,
Tdap,Counties,Colquitt,13071,2019,≥18 Years,Overall,36.8,34.9 to 38.9,
Tdap,Counties,Columbia,05027,2019,≥18 Years,Overall,33.0,30.6 to 35.2,
Tdap,Counties,Columbia,12023,2019,≥18 Years,Overall,34.1,32.3 to 36.1,
Tdap,Counties,Columbia,13073,2019,≥18 Years,Overall,47.0,44.7 to 49.3,
Tdap,Counties,Columbia,36021,2019,≥18 Years,Overall,40.9,38.3 to 43.6,
Tdap,Counties,Columbia,41009,2019,≥18 Years,Overall,51.4,48.7 to 54.1,
Tdap,Counties,Columbia,42037,2019,≥18 Years,Overall,42.4,39.1 to 45.4,
Tdap,Counties,Columbia,53013,2019,≥18 Years,Overall,53.0,50.6 to 55.6,
Tdap,Counties,Columbia,55021,2019,≥18 Years,Overall,51.9,49.0 to 55.0,
Tdap,Counties,Columbiana,39029,2019,≥18 Years,Overall,35.9,33.3 to 38.7,
Tdap,Counties,Columbus,37047,2019,≥18 Years,Overall,41.9,39.9 to 44.0,
Tdap,Counties,Colusa,06011,2019,≥18 Years,Overall,48.6,46.0 to 51.1,
Tdap,Counties,Comal,48091,2019,≥18 Years,Overall,45.2,42.8 to 47.6,
Tdap,Counties,Comanche,20033,2019,≥18 Years,Overall,49.6,46.9 to 52.4,
Tdap,Counties,Comanche,40031,2019,≥18 Years,Overall,45.2,43.2 to 47.2,
Tdap,Counties,Comanche,48093,2019,≥18 Years,Overall,37.5,35.4 to 39.6,
Tdap,Counties,Concho,48095,2019,≥18 Years,Overall,32.9,30.9 to 35.3,
Tdap,Counties,Concordia Parish,22029,2019,≥18 Years,Overall,29.5,27.5 to 31.6,
Tdap,Counties,Conecuh,01035,2019,≥18 Years,Overall,29.2,27.4 to 31.2,
Tdap,Counties,Conejos,08021,2019,≥18 Years,Overall,40.4,38.1 to 43.1,
Tdap,States/Local Areas,Connecticut,09,2019,≥18 Years,Overall,41.3,39.3 to 43.3,4714
Tdap,Counties,Contra Costa,06013,2019,≥18 Years,Overall,56.5,54.5 to 58.6,
Tdap,Counties,Converse,56009,2019,≥18 Years,Overall,40.9,38.1 to 43.6,
Tdap,Counties,Conway,05029,2019,≥18 Years,Overall,35.6,33.3 to 38.1,
Tdap,Counties,Cook,13075,2019,≥18 Years,Overall,38.3,36.2 to 40.4,
Tdap,Counties,Cook,17031,2019,≥18 Years,Overall,42.5,40.7 to 44.5,
Tdap,Counties,Cook,27031,2019,≥18 Years,Overall,56.1,52.9 to 59.0,
Tdap,Counties,Cooke,48097,2019,≥18 Years,Overall,39.6,37.2 to 42.2,
Tdap,Counties,Cooper,29053,2019,≥18 Years,Overall,45.9,43.1 to 48.9,
Tdap,Counties,Coos,33007,2019,≥18 Years,Overall,43.3,40.3 to 46.2,
Tdap,Counties,Coos,41011,2019,≥18 Years,Overall,48.2,45.3 to 50.9,
Tdap,Counties,Coosa,01037,2019,≥18 Years,Overall,32.5,30.4 to 34.6,
Tdap,Counties,Copiah,28029,2019,≥18 Years,Overall,21.6,20.0 to 23.3,
Tdap,Counties,Corson,46031,2019,≥18 Years,Overall,49.4,47.1 to 51.7,
Tdap,Counties,Cortland,36023,2019,≥18 Years,Overall,40.2,37.2 to 43.4,
Tdap,Counties,Coryell,48099,2019,≥18 Years,Overall,38.7,36.7 to 40.8,
Tdap,Counties,Coshocton,39031,2019,≥18 Years,Overall,36.2,33.6 to 38.9,
Tdap,Counties,Costilla,08023,2019,≥18 Years,Overall,37.1,34.7 to 39.6,
Tdap,Counties,Cottle,48101,2019,≥18 Years,Overall,31.6,29.5 to 33.7,
Tdap,Counties,Cotton,40033,2019,≥18 Years,Overall,42.4,40.1 to 44.9,
Tdap,Counties,Cottonwood,27033,2019,≥18 Years,Overall,50.9,48.3 to 53.6,
Tdap,Counties,Covington,01039,2019,≥18 Years,Overall,32.4,30.1 to 34.7,
Tdap,Counties,Covington,28031,2019,≥18 Years,Overall,25.6,23.8 to 27.5,
Tdap,Counties,Covington city,51580,2019,≥18 Years,Overall,41.6,39.2 to 44.1,
Tdap,Counties,Coweta,13077,2019,≥18 Years,Overall,44.9,42.5 to 47.3,
Tdap,Counties,Cowley,20035,2019,≥18 Years,Overall,42.9,40.7 to 45.4,
Tdap,Counties,Cowlitz,53015,2019,≥18 Years,Overall,57.3,55.0 to 59.6,
Tdap,Counties,Craig,40035,2019,≥18 Years,Overall,42.2,40.1 to 44.3,
Tdap,Counties,Craig,51045,2019,≥18 Years,Overall,45.5,42.5 to 48.9,
Tdap,Counties,Craighead,05031,2019,≥18 Years,Overall,43.1,40.6 to 45.6,
Tdap,Counties,Crane,48103,2019,≥18 Years,Overall,38.0,35.4 to 40.7,
Tdap,Counties,Craven,37049,2019,≥18 Years,Overall,48.3,46.0 to 50.7,
Tdap,Counties,Crawford,05033,2019,≥18 Years,Overall,33.9,31.7 to 36.3,
Tdap,Counties,Crawford,13079,2019,≥18 Years,Overall,36.6,34.5 to 38.8,
Tdap,Counties,Crawford,17033,2019,≥18 Years,Overall,41.9,39.0 to 44.8,
Tdap,Counties,Crawford,18025,2019,≥18 Years,Overall,33.9,31.4 to 36.7,
Tdap,Counties,Crawford,19047,2019,≥18 Years,Overall,42.1,39.9 to 44.4,
Tdap,Counties,Crawford,20037,2019,≥18 Years,Overall,49.0,46.1 to 51.8,
Tdap,Counties,Crawford,26039,2019,≥18 Years,Overall,38.7,36.0 to 41.8,
Tdap,Counties,Crawford,29055,2019,≥18 Years,Overall,39.6,36.6 to 42.5,
Tdap,Counties,Crawford,39033,2019,≥18 Years,Overall,33.4,30.8 to 36.1,
Tdap,Counties,Crawford,42039,2019,≥18 Years,Overall,36.8,34.1 to 39.8,
Tdap,Counties,Crawford,55023,2019,≥18 Years,Overall,51.9,49.2 to 55.1,
Tdap,Counties,Creek,40037,2019,≥18 Years,Overall,43.0,40.6 to 45.4,
Tdap,Counties,Crenshaw,01041,2019,≥18 Years,Overall,33.4,31.2 to 35.9,
Tdap,Counties,Crisp,13081,2019,≥18 Years,Overall,33.9,32.1 to 35.9,
Tdap,Counties,Crittenden,05035,2019,≥18 Years,Overall,29.9,28.0 to 32.1,
Tdap,Counties,Crittenden,21055,2019,≥18 Years,Overall,39.1,36.3 to 42.0,
Tdap,Counties,Crockett,47033,2019,≥18 Years,Overall,32.4,30.3 to 34.4,
Tdap,Counties,Crockett,48105,2019,≥18 Years,Overall,36.0,33.5 to 38.6,
Tdap,Counties,Crook,41013,2019,≥18 Years,Overall,47.4,44.7 to 50.2,
Tdap,Counties,Crook,56011,2019,≥18 Years,Overall,40.5,37.7 to 43.4,
Tdap,Counties,Crosby,48107,2019,≥18 Years,Overall,33.4,31.0 to 35.7,
Tdap,Counties,Cross,05037,2019,≥18 Years,Overall,33.3,31.1 to 35.5,
Tdap,Counties,Crow Wing,27035,2019,≥18 Years,Overall,58.1,55.2 to 60.9,
Tdap,Counties,Crowley,08025,2019,≥18 Years,Overall,42.1,39.6 to 44.6,
Tdap,Counties,Culberson,48109,2019,≥18 Years,Overall,27.9,26.0 to 29.9,
Tdap,Counties,Cullman,01043,2019,≥18 Years,Overall,39.8,37.0 to 42.4,
Tdap,Counties,Culpeper,51047,2019,≥18 Years,Overall,43.9,41.5 to 46.4,
Tdap,Counties,Cumberland,17035,2019,≥18 Years,Overall,43.2,40.2 to 46.4,
Tdap,Counties,Cumberland,21057,2019,≥18 Years,Overall,35.7,32.9 to 38.8,
Tdap,Counties,Cumberland,23005,2019,≥18 Years,Overall,59.3,56.5 to 62.0,
Tdap,Counties,Cumberland,37051,2019,≥18 Years,Overall,49.3,47.5 to 51.3,
Tdap,Counties,Cumberland,42041,2019,≥18 Years,Overall,46.8,44.0 to 49.6,
Tdap,Counties,Cumberland,47035,2019,≥18 Years,Overall,30.9,28.4 to 33.8,
Tdap,Counties,Cumberland,51049,2019,≥18 Years,Overall,38.1,36.0 to 40.4,
Tdap,Counties,Cuming,31039,2019,≥18 Years,Overall,46.4,43.9 to 49.2,
Tdap,Counties,Currituck,37053,2019,≥18 Years,Overall,48.4,45.5 to 51.3,
Tdap,Counties,Curry,35009,2019,≥18 Years,Overall,44.8,42.6 to 47.1,
Tdap,Counties,Curry,41015,2019,≥18 Years,Overall,47.1,44.3 to 50.2,
Tdap,Counties,Custer,08027,2019,≥18 Years,Overall,47.6,44.4 to 50.7,
Tdap,Counties,Custer,16037,2019,≥18 Years,Overall,42.4,39.5 to 45.5,
Tdap,Counties,Custer,30017,2019,≥18 Years,Overall,44.6,41.7 to 47.3,
Tdap,Counties,Custer,31041,2019,≥18 Years,Overall,43.9,41.1 to 46.8,
Tdap,Counties,Custer,40039,2019,≥18 Years,Overall,45.9,43.5 to 48.2,
Tdap,Counties,Custer,46033,2019,≥18 Years,Overall,48.3,45.1 to 51.6,
Tdap,Counties,Cuyahoga,39035,2019,≥18 Years,Overall,46.1,44.1 to 48.3,
Tdap,Counties,Dade,13083,2019,≥18 Years,Overall,43.1,40.2 to 46.0,
Tdap,Counties,Dade,29057,2019,≥18 Years,Overall,38.6,35.8 to 41.6,
Tdap,Counties,Daggett,49009,2019,≥18 Years,Overall,45.4,42.7 to 48.3,
Tdap,Counties,Dakota,27037,2019,≥18 Years,Overall,61.9,59.6 to 64.3,
Tdap,Counties,Dakota,31043,2019,≥18 Years,Overall,37.0,35.0 to 39.0,
Tdap,Counties,Dale,01045,2019,≥18 Years,Overall,33.5,31.4 to 35.5,
Tdap,Counties,Dallam,48111,2019,≥18 Years,Overall,37.2,34.7 to 39.8,
Tdap,Counties,Dallas,01047,2019,≥18 Years,Overall,28.4,26.4 to 30.4,
Tdap,Counties,Dallas,05039,2019,≥18 Years,Overall,31.2,29.5 to 33.1,
Tdap,Counties,Dallas,19049,2019,≥18 Years,Overall,53.9,51.1 to 56.7,
Tdap,Counties,Dallas,29059,2019,≥18 Years,Overall,40.8,38.1 to 43.7,
Tdap,Counties,Dallas,48113,2019,≥18 Years,Overall,38.8,36.4 to 41.0,
Tdap,Counties,Dane,55025,2019,≥18 Years,Overall,62.6,60.2 to 64.9,
Tdap,Counties,Daniels,30019,2019,≥18 Years,Overall,48.0,45.0 to 51.1,
Tdap,Counties,Danville city,51590,2019,≥18 Years,Overall,36.9,35.0 to 38.8,
Tdap,Counties,Dare,37055,2019,≥18 Years,Overall,50.6,47.7 to 53.5,
Tdap,Counties,Darke,39037,2019,≥18 Years,Overall,39.3,36.6 to 42.3,
Tdap,Counties,Darlington,45031,2019,≥18 Years,Overall,42.0,39.9 to 44.2,
Tdap,Counties,Dauphin,42043,2019,≥18 Years,Overall,40.7,38.5 to 43.0,
Tdap,Counties,Davidson,37057,2019,≥18 Years,Overall,44.9,42.4 to 47.5,
Tdap,Counties,Davidson,47037,2019,≥18 Years,Overall,43.7,41.5 to 45.9,
Tdap,Counties,Davie,37059,2019,≥18 Years,Overall,46.3,43.6 to 49.2,
Tdap,Counties,Daviess,18027,2019,≥18 Years,Overall,35.6,32.8 to 38.5,
Tdap,Counties,Daviess,21059,2019,≥18 Years,Overall,36.8,34.2 to 39.5,
Tdap,Counties,Daviess,29061,2019,≥18 Years,Overall,41.6,38.6 to 44.8,
Tdap,Counties,Davis,19051,2019,≥18 Years,Overall,46.6,43.6 to 49.7,
Tdap,Counties,Davis,49011,2019,≥18 Years,Overall,56.2,53.6 to 58.6,
Tdap,Counties,Davison,46035,2019,≥18 Years,Overall,52.8,50.0 to 55.7,
Tdap,Counties,Dawes,31045,2019,≥18 Years,Overall,53.3,50.3 to 56.1,
Tdap,Counties,Dawson,13085,2019,≥18 Years,Overall,45.9,42.8 to 49.0,
Tdap,Counties,Dawson,30021,2019,≥18 Years,Overall,45.8,42.8 to 48.8,
Tdap,Counties,Dawson,31047,2019,≥18 Years,Overall,45.1,42.9 to 47.2,
Tdap,Counties,Dawson,48115,2019,≥18 Years,Overall,32.7,30.7 to 35.4,
Tdap,Counties,Day,46037,2019,≥18 Years,Overall,47.3,44.4 to 50.5,
Tdap,Counties,De Baca,35011,2019,≥18 Years,Overall,39.1,37.0 to 41.5,
Tdap,Counties,De Soto Parish,22031,2019,≥18 Years,Overall,33.6,31.6 to 35.8,
Tdap,Counties,De Witt,17039,2019,≥18 Years,Overall,44.4,41.4 to 47.7,
Tdap,Counties,Deaf Smith,48117,2019,≥18 Years,Overall,35.2,32.9 to 37.8,
Tdap,Counties,Dearborn,18029,2019,≥18 Years,Overall,40.1,37.4 to 43.1,
Tdap,Counties,Decatur,13087,2019,≥18 Years,Overall,34.9,33.0 to 36.8,
Tdap,Counties,Decatur,18031,2019,≥18 Years,Overall,39.9,37.0 to 42.9,
Tdap,Counties,Decatur,19053,2019,≥18 Years,Overall,50.5,47.5 to 53.5,
Tdap,Counties,Decatur,20039,2019,≥18 Years,Overall,43.9,40.9 to 47.0,
Tdap,Counties,Decatur,47039,2019,≥18 Years,Overall,37.7,35.0 to 40.6,
Tdap,Counties,Deer Lodge,30023,2019,≥18 Years,Overall,42.5,39.7 to 45.4,
Tdap,Counties,Defiance,39039,2019,≥18 Years,Overall,42.2,39.7 to 44.6,
Tdap,Counties,DeKalb,01049,2019,≥18 Years,Overall,31.5,29.4 to 33.7,
Tdap,Counties,DeKalb,13089,2019,≥18 Years,Overall,46.1,44.0 to 48.3,
Tdap,Counties,DeKalb,17037,2019,≥18 Years,Overall,46.1,43.3 to 48.8,
Tdap,Counties,DeKalb,18033,2019,≥18 Years,Overall,37.8,35.0 to 40.7,
Tdap,Counties,DeKalb,29063,2019,≥18 Years,Overall,41.2,38.4 to 43.8,
Tdap,Counties,DeKalb,47041,2019,≥18 Years,Overall,36.6,34.0 to 39.3,
Tdap,Counties,Del Norte,06015,2019,≥18 Years,Overall,47.7,45.7 to 49.8,
Tdap,States/Local Areas,Delaware,10,2019,≥18 Years,Overall,41.7,38.6 to 44.9,1962
Tdap,Counties,Delaware,18035,2019,≥18 Years,Overall,40.0,37.2 to 42.6,
Tdap,Counties,Delaware,19055,2019,≥18 Years,Overall,48.1,45.2 to 51.3,
Tdap,Counties,Delaware,36025,2019,≥18 Years,Overall,36.4,34.1 to 39.1,
Tdap,Counties,Delaware,39041,2019,≥18 Years,Overall,50.5,47.9 to 53.3,
